mendemobilisasikan	demobilize||1
mudah-mudahan	hopefully||1
petugas-petugas teknisi	engineers||1
pertambahan bertahap	gradual||1
sarang terbuat	nests||1
Pengaman	Safety||5
NSW bisa dilaksanakan mendatang	NSW||1
leges terhadap	leges||1
lempengan keras gerak	plates||1
terkonsentrasi	concentrated||7
profesi guru PLPG	PLPG||2
mengembangkan kompetisi mengundang	competition||1
tanyalah diri Anda sendiri	yourself||1
Leverkusen Leverkusen	Leverkusen||1
bicara	talking||4 talk||12 speak||4
areal tanam terbatas	restricted||1
Hanya hari Minggu seperti biasa	Sunday||1
iklan iklan	advertising||1
antara	among||303 between||1319 amongst||6 Among||19 of||56
hepatitis C	hepatitis||1
merupakan hasil sangat sempurna	perfect||1
masalah dibahas Purnomo menjelaskan ditujukan menyelesaikan	resolving||1
mendorongnya	pushing||1
Bennet	Bennett||2
pakem aqidah	aqidah||1
dipercaya	believed||15 swallow||1 believe||6 true||1 trusted||9
persis	exactly||11 exact||2
to appeal to the foodie at heart	foodie||1
atas permainan musim dingin	Winter||2
persil	parcels||10
Reaksinya hanya Saya akan membekukan perundingan kaa	negotiation||1
statis	static||4
menunjukkan bertambah tuanya diri bertambah baiknya diri	reveal||1
memberi murah hati terlebih dahulu bermurah hati	give||1
kecamatan pemilihannya	subdistricts||1
dewi	goddess||5
pengawasan sepantasnya	supervision||1
duduk sebelahnya	seated||1
terancam	endangered||2 threatened||11 faces||3
ahli ilmu hewan	zoologist||1
Langkah darurat diambil dolar Amerika	Emergency||1
rekomendasi darinya	recommendation||1
Hukuman paling berat sebut beliau	punishment||1
menjalankan rencana biarawan	friar||1
menjaga mengawal khususnya sampai masa datang tenteram	watch||1
pemerintah pemerintah pemerintah daerah	governments||1
menghasilkan perbaikan	repairs||1
KLS jaringan BSM bertambah hingga mencapai	BSM||1
tempo	due||10 maturity||2 mature||1
Miguel	Miguel||8
menginginkan bebas pajak menaikkan	tax-free||1
rusa sendirian	alone||1
Tidak dibutuhkan saling menunjuk  sebutnya	pointed||1
dikirim Jakarta akhir pekan	dispatched||1
Benang	thread||1
pasukan pasukan	force||1
digolongkan kelompok kaya	rich||1
garansi dirubah menjadi	warranty||1
menentukan keputusannya	awarding||1
Para operator berpendapat sekali	Operators||1
sajakita menimbun harta kekal	stockpile||1
mempertahankannya tuntutan 	claim||1
rujukan	referral||28 reference||3
perempatfinal waktu setempat	quarter-final||1
tidak pengertian	unsympathetic||1
lebih kecil lebih sedikit	fewer||1
banyak berat	heavy||1
seluas-luasnya	possible||2
penghidupan mereka	livelihood||1
banyak personil Highfield	Highfield||1
mode membentuk mode	fashion||1
mengetahui sehingga menasihati Dia	Him||1
hal tersebut harus berhemat	scrimping||1
ternak kurang	animals||1
pengikut seharusnya	followers||1
Independensi para	Independence||5
Morishita membicarakan	Morishita||1
tak diketahui	unknown||2
ditembak	shot||28
tergambar hasil belajar murid	Students||1
Utama Arona Chang	Chang||1
memandangnya ringan katanya Damai sejahtera Damai sejahtera tetapi	peace||1
kesetiaan pemberian-Nya	allegiance||1
Kardiologi	Cardiology||3
Disana	There||1
melisensikan	lease||1
apa-apa membalasnya kepadamu	you||1
Pemain belakang	defender||5
Pasar pasar	markets||1 Market||1
menyelesaikan tugasnya	completing||1
disaat mencabut Kyoto kata	Kyoto||1
ditujukan segelintir orang orang menerimanya dengan rendah hati	humbly||1
YAO selanjutnya disalurkan	YAO||1
kepada paus	pope||1
penafsiran	interpretation||4
memperpanjang usia	extends||1
kasih jalan mengasihi	loving||1
Utama Bank Permata Stewart D Hall Jakarta Senin non	non-interest||1
marketing group singapore tourism yoursingapore	yoursingapore||1
sangatlah mudah	easily||1
catatan	note||8 commentary||1 records||15 notes||11 record||29 databases||1 entry||2
dimanfaatkan secara sistematis	systematically||1
sayap-kiri	leftist||4
mimpi	dream||15 dreams||6
meresmikan	pass||1
karena tahu	knowing||1
Ballack	Ballack||8
dekat hingga	short||1
bahan pelajaran	lessons||1
diutus	sent||2
bernyanyi	sing||6 singing||1 sang||2
antar bank sore	interbank||2
Mata uang	currency||2
tulis Byrd	Byrdwrote||1
pasangan menikah	couples||1 couple||1
Ada banyak mengamati	observing||1
menundukkan	beat||7 rout||1 upset||1 crushed||1 beating||4
masuk pasaran	enter||1
transparansi program tepatnya	transparency||1
tentu benar-benar	necessarily||1
terhadap eksploitasi	exploitation||1
pemeriksa	inspectors||1 regulators||1 examiner||3 examiners||2
biaya biaya biaya	charges||1
pos pemeriksaan pos pemeriksaan	checkpoint||1
petunjuk ke arah	direction||1
gpss akan digelar tanggal -	gpss||1
keterbatasan	limitations||22 limited||32 limitation||1 limits||1 limit||1 constraints||4
Katongo lebih	Katongo||1
sakit diambilkan	sick||1
petenis lolos babak penyisihan	qualifier||3
virus HIV	virus||3
mengalami perpindahan	experiencing||2
Pertanian Tanaman Pangan	Crop||1
mencicipi	tasted||2 taste||2
mengakibatkan suatu pendefinisian ulang hakikat	redefinition||1
dikirimkan agar para kurir mulai	couriers||1
funan mencoba barang anda baru beli cara	Funan||1
penyesuaian-penyesuaian dilakukan oleh kemasyarakatan barang-barang tangga	assets||1
Antonius	Benady||2
membantu Cazorla gol	Cazorla||1
harus masuk anggaran on-budget	on-budget||1
sejumlah peluang	opportunities||1
Taya memimpin perolehan suara	Taya||1
PENANGGULANGAN	ALLEVIATION||1
pengajuan permohonan pengembalian izin pialang Brokers pialang asuransi	Brokers||1
system konektivitas	connectivity||1
penipuan mendapatkan elemen-elemen	subterfuge||1
para jurnalis	journalists||2
pembangunan desa	development||1
kotak	box||18 boxes||4
antaranya BATAN	BATAN||1
ortho-hidrogen	ortho-hydrogen||1
usaha dialami pedagang tradisional	traditional||1
catatan sejarahnya	milestone||1
kereta bersama	carriages||1
Peluang Hambatan Hukum Keadilan	Opportunities||1
dapat mencapai angka arah angka	reach||1
gelar diikutinya	titles||2
kota 	cities||1
sepeda motor sepeda motor	motorcycle||1
Turis	tourists||1
BI Made	Made||2
Venesia	Venice||2
berbagai hambatan	barriers||1
tendangan	shot||20 kick||27
melihatmu daftar calon	slate||1
kantong sebut	bags||1
terang	light||21 bright||5 Light||1 intense||1
ditentukan jarak	distance||1
Ziegner sehingga berhak mendapatkan	Ziegner||1
pas rasanya cuka memberi rasa	vinegar||1
Persengketaan	clash||1
bidang batubara	coal||1
suara lebih banyak	votes||1
Humayun	Humayun||2
menangkap	capture||8 catches||2 seized||3 captures||1 caught||2 arrested||23 arresting||2 arrest||5 capturing||1 detained||4 catch||12 captured||10
teknologi reduced instruction-set	instruction-set||1
Para pengusaha pabrik	Factory||1
letak wilayah	location||1
dasar logis	logic||1
menuju	headed||11 into||1 leads||2 leading||7 towards||5 toward||19 heading||8
PBB berpatroli	patrolled||1
mortalitas ibu	mothers||1
angka pengangguran berkurang jadi angka inflasi	unemployment||1
kedisiplinan	discipline||3 disciplinary||1
tidak sah	unlawful||1 unauthorized||1
Celcius	Celsius||1
terbarukan pengganti bersumber bahan bakar	renewable||1
kelayakan	worthiness||1 eligibility||1 feasibility||8
pendingin minum	cooler||1
Kepuasan terhadap	Satisfaction||2
berlatar belakang diJepang susunan novel keseluruhan kebarat-baratan	novels||1
Deep  show umum	Deep||1
mendorong masuknya	encourage||1
mil per jam	mph||5
Semua relokasi juga terkait	relocation||1
omzet	earnings||19 turnover||10
Pendapat-pendapat kita	Our||1
besok  temannya meringkuk	tomorrow||1
Kenaikan saham	stocks||1
UMUM	GENERAL||1
Burkina Faso	Burkina||1
migas	gas||4
optimistis	optimistic||1
haus jiwanya	thirsty||1
Dubai	Dubai||14
dikonversi	converted||6
orang saksi	witnesses||4
merevisi	revising||1 revised||5 revise||5
sendiri rumah	home||1
sehingga penerimaan tidaklah memang	receipts||1
informasi public	information||1
mulainya negosiasi	negotiations||1
kasus hilangnya wartawan	journalist||1
Dokumen	Document||2 document||10 documents||8 documentation||1
Banyak sekali terlatih mampu bertahan terhadap	SKILLED||1
Tim Kenny	Kenny||1
pintar mengatur timbangan menutupi susut	clever||1
melalui koperasi	cooperative||1
meluncurkan Fixed	Fixed||1
Tekanan udara tekanan	pressure||1
mosaik	mosaic||2
penggila kerja	workaholic||1
memang sejak lama pankreas	pancreas||1
waktu istirahat 	intermission||1
sepeda memiliki nilai	bikes||1
rasa bersalah rasa	guilt||1
baru peraturan Toshiba sebuah	Toshiba||1
kemampuan luar biasa kenyataan Yang Mahabijaksana Maha Pencipta	reality||1
krisis berlangsung	crisis||1
paus	whales||2 Whales||1 whale||3
pemerintah Australia lainnya AGD	AGD||1
Macedonia kuno	Macedonia||1
ijin	permission||4 permit||5
sudah diketahui kartel ramai-ramai mengeroyok kita punya kuat	cartel||1
aset aset	assets||1
dikeluarkan daerah Zona Hijau	Zone||1
kepuasannya atas	satisfaction||1
memandang pasal	viewed||1
jinak	docile||1 benign||2
perlucutan senjata nuklir	disarmament||1
diulang kembali	repeated||1
desa	Villages||1 village||1 villagers||6 villages||596 Village||11 rural||16
Biaya dikenakan	charge||2
besar memulai	instigated||1
konperensi	conference||4
pemburu	hunters||2 hunter||1 hunting||1
KLRC tak bersedia	KLRC||1
berkomentar	comment||1 complaining||1 commenting||1 comments||2
Berkaitan	Regarding||9 Related||1
penting metode berbagai metodologi diterapkan	methodologies||1
Penerbit membalas argumen  akademis riset	research||1
terpenuhi	fulfilled||5 met||10
menerima manfaat	benefit||2
government procurement perpajakan	taxation||1
dapat diperoleh melalui AIPEG	AIPEG||1
penjagaan	surveillance||1
pemerasan	extortion||5
muncul aktor	actors||1
bagus Dill	Dill||1
timnya Mariners	Mariners||1
detoksifikasi	detocsification||1
berada posisi	position||5
berdomisili di Indonesia	Indonesia-based||1
Gasol menghasilkan	Gasol||1
senang sekali	delighted||1
dijadikan target	targets||1
asal Perancis	French||1
Ahli paleontologi	paleontologist||2
ada pengecualian kata	exception||1
tertabrak	struck||2
Migrasi	Migration||1
hal isu-isu berjalan	issues||1
Orang	A||1 Someone||1 one||1 People||1 One||2 The||11 He||3 Those||1 man||8
Ternate hingga	Ternate||1
ancaman kanker 	cancers||1
anaknya ternyata	offspring||1
terbangun	awake||1 woke||2
menerbangkan	fly||5 flies||1 flew||1
nuansa keduanya yaitu Mundu	Mundu||1
Eksekutif	Executive||10 executive||4 executives||7 Executives||2
tim Bafana Bafana itu	Bafana||1
Kapal ini milik ayahnya	ship||1
Mussa juga	Mussa||1
pasti kemuliaan nama-Nya	glory||1
baru baru	recently||1
kritik datang	critics||1
Shahab laporannya	Shahab||1
Sebelum disetorkan Bulog	Bulog||1
Rumah keluarga	families||1
membawa menyeramkan	dreaded||1
mesin hebat ujar	machine||1
berdasarkan belas kasihan	mercy||1
ditemukan SPADA	SPADA||1
Sosial-ekonomi	Socioeconomic||3
terbatasnya	limited||48 lack||2
konstruksi	constructions||1 construction||109
baru berlangsung detik	seconds||1
mengemukakan Tyson diadili dua pelanggaran yaitu pelanggaran	Tyson||1
berturut-turut	respectively||15 straight||4 successive||3 consecutive||23 row||6
kalkulator dibuat	calculators||1
merdeka	independent||2 independence||2
kereta api Friendship Express	Friendship||1
menentukan sasaran tanggung jawab	decide||1
gakin tempat menuju	gakin||1
pemeriksaan juri	jury||1
tidak penting	unimportant||4
relatif agak	relatively||2
dijatuhi hukuman kurungan selama	sentenced||1
Kegiatan pengamatan	observation||1
melakukan praktek pengenaan tarif	excessive||1
seringkali	often||138 usually||4 frequently||10 Often||1
Jody menambahkan perusahaan kontainer	container||1
menghargai	valued||3 appreciated||1 appreciate||11 respect||4 appreciating||2 reward||1
komplians	compliance||2
malam ini	tonight||1
kalangan	among||51 circle||2 circles||7 section||1
nyaman	comfort||4 convenient||4 comfortable||20 conveniently||1 cosy||3
Sirkulasi berita	News||1
ia merujuk	referring||3
Wakil Texas	Texas||1
tak tersederhanakan	irreducible||1
DAN	AND||69
lapisan	layers||14 layer||31 sheet||2 lining||1 films||1
terkubur kerak	crust||1
akrab familiar	familiar||1
logam Antam Tbk ANTM	ANTAM||1
nikel	Antam||1 nickel||27
Europa memakan waktu paling cepat	europe||1
lagi perkabungan	no||1
lapangan kerja prasaran	jobs||1
dokumentasi	documentation||21
Maka kini semakin canggihnya multi-media maka muncullah	multi-media||1
kimia melumpuhkan	neutralise||1
Jordania	Jordanian||5 Jordan||4
Government Sector Linkages	Linkages||1
para komandan militer	commanders||1
membukukan angka	sealed||1
keuangan mikro	micro-finance||2
Pungutan atas beberapa optimal	optimally||1
identifikasi tahap identifikasi tahap	identification||1
serangan sebagaimana	strikes||1
dari Pica pica juga	pica||1
kompatibel	compatible||2
Pelestarian Keanekaragaman	Conservation||1
buns roti panggang lobak goreng diolah bersama asap ~~~	buns||1
melanggar ketetapan	violate||1
jamuan makan malam	dinner||2
bisa terpecahkan 	solved||1
Pemberdayaan	Empowerment||15 empowerment||2
malam sebelumnya	overnight||1
sikap Keputusanku sudah bulat jangan buat bingung fakta ada	facts||1
mana-mana	everywhere||6 nowhere||1
daerah pesisir pantai	coastal||1
transfer dana	transfers||4
menjenguk	leniency||1
mengeset	set||1
wilayah sampel	sample||2 areas||1
August Sander berusaha	Sander||1
beberapa pernyataan	statements||2
Moyes klubnya vertonfc	Moyes||1
pesan senantiasa	message||1
floppy disk drive	floppy||1
kebekuannya menguatkan serta melarutkan	dissolving||1
kesetiaan	faithfulness||4 allegiance||1 loyalty||7 truth||1
areal persawahan kebanjiran sebaliknya	flooding||1
Beberapa Iran	Iranian||1
Terkadang justru	Occasionally||1
menaikkan peringkat	upgraded||2
prioritas pelaksanaan program	priority||1
Oftalmik	Ophthalmic||1
perkara	matter||1
akan lupa	forget||1
secara hukum	legally||2
katakan apa-apa	tell||1
pengendali	control||5 controllers||1 controller||2 controlling||4
dapat dibandingkan dilakukan	comparable||1
kami menampilkan permainan tenis berkelas	tennis||1
membintangi	star||2
mengakui memang	acknowledged||1
nostalgia tersendiri	nostalgia||1
pragmatis	pragmatic||9
Di masa sekarang	Today||1
Penembakan	shooting||2 firing||1
membahas mengenai	discuss||1
penipuan	fraudulent||1 fraud||19 deception||1
tersebar mana-mana	spread||1
bersepakat Dusun Dusun Panumbangan merupakan dusun	Hamlet||1
krisis keuangan	crises||1
perbelanjaan	Shopping||1 shopping||38
Pelembab	moisturizer||1
zhu yuanzhang	zhu||1
WASHINGTON	WASHINGTON||1
menaruh kepercayaan	confidence||1 trust||1
berita pusat	centres||1
Perawat	Nurses||1 nurses||1
sepanjang masa sisa	remainder||1
sebab itu	therefore||1
Merrill	Merrill||48
siapa penerima	beneficiaries||1
temple kuil	temple||2
mendapatkannya mandi	bath||1
dicetak	printed||7
daerah Kurdi	Kurdistan||1
dipenuhi	full||2 satisfied||2 fulfilled||12 filled||18
eskalasi biaya	escalation||1
cabangnya	branches||3 branch||3
dolar AS antar bank sebab	inter-bank||1
dua tahun	two-year||16
asli original equipment maker	maker||1
sepupu lainnya	cousin||1
koleksi	collections||4 collection||13
merugi	losses||2
iklim usaha	climate||1
mengadakan antara kedatangan bubur	porridge||1
program	Program||24 programmes||11 program||3 programs||541 programming||2 programme||56
blokade	blockade||4
streaming serta prima	streaming||1
anugerah kekal	eternal||1
Percut Kecamatan Sei	Sei||1
diproses	processed||8
berupa biskuit sekolah-sekolah	biscuits||1
dalam dalam dalam	in||1
bahwa terbuat memperhatikan kepribadian Anda	personality||1
Balad kata	Balad||1
terkesan dipaksakan yaitu sumbangan pihak ketiga SPK sebagaimana III	III||1
sepasang suami istri dapat memperoleh kebahagiaan	happiness||1
Selamat datang	Welcome||2
uap	steam||8 vapors||2
kerja istirahat lembur	overtime||1
Yayasan Sanlima	Sanlima||4
mengena	regarding||1
Digital	Digital||24
wilayah nagapatnam	nagapatnam||1
pertumbuhan	growth||469 growing||3 grow||17
mengunci	lock||3 locking||1
plot cerita	plot||1
diselimuti	dogged||1
Yudas	Judas||1
Lourie mengatakan bahwa mewawancarainya	Lourie||1
Atalanta	Atalanta||5
beberapa helikopter	helicopters||1
penentang	opponents||3
mengajukan tawaran	bid||1
merumuskan rancangan Rancangan Peraturan	Draft||1
Umumnya mengambil langkah sama hal secara signifikan	Generally||1
para PEKKA para	PEKKA||1
lahir melalui Sami bermain	Sami||1
seberang perang Omanthai merupakan	Omanthai||1
dahaga	thirst||1
skema yaitu	scheme||1
Carlos	Carlos||35
ada politisi bahkan pun	politician||1
rakyat Palestina	Palestinians||9
sub-prime ditambah	coupled||1
mengincar gelar	title||5
elang laut berputar mengarah menuju	albatross||1
tim robot Jump-Be Elektronika	Jump-Be||1
pengunduran diri	pull-backs||1 retirements||1 resignation||21
Lampard memiliki	Lampard||1
tersedia karena jika kontaminasi	contamination||1
lakukanlah lakukan	do||1
Mali Jean-Francois	Jean-Francois||1
Pengangkutan Sempurna	Perfect||1
terhadap keringkihan	frailness||1
Memang apa	Indeed||1
penerbangan direnungkan	flight||1
kemungkinan	probability||4 likely||19 possibilities||12 probable||3 likelihood||7 probably||23 possible||85 possibility||118 possibly||18 chance||16
Penilaian peserta	participants||1
program NTAADP	NTAADP||2
lonceng	bell||1 bells||16
NPL	NPLs||1
Woo-ik menyampaikan tengah tayangan	Woo-ik||1
Seperti pulalah Difficulties of the Theory Kelemahan-Kelemahan Teori	Theory||1
menuju ke pertanyaannya bertanggung jawab	Responsible||1
kurang sehingga jauh	distant||1
urutan kesembilan	ninth||1
bersama antara	joint||1
meneruskan pendidikan	continue||1
rotasi	rotation||5
kapsul	capsule||1
ditaburkan	sown||1
buku nikah	book||1
perumpamaan diceritakan	parables||1
sarakin  memberikan	sarakin||1
Upaya	Attempts||1 Efforts||7 efforts||15 effort||7
Meningkatkan masyarakat sampai	communities||1
peraturan 	rules||1
bergerak capung	moving||1
Coopers&Lybrand	Lybrand||1
denda absen	fines||3
menjarah	loot||1 rob||1 looted||1
Agricola sudah dikonsolidasi	Agricola||1
penanganan	management||6 handling||76
Kekuatan tema terletak fokus	Focus||1
dijalankan	executed||4 administer||1 implemented||5 run||16
merupakan pimpinan	constitute||1
berbagai pengusaha	entrepreneurs||1
risiko signifikan  kontrak-kontrak	risks||1
Banda Kota Banda Aceh	Banda||1
lama jam latihannya	hours||1
Raskin raskin	Raskin||1
praktik M&E telah memperoleh gelar pascasarjana bidang	practice||1
Para gembala mendapat berita tentang	Shepherds||1
